"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2012년 10월 11일","1,646.84","1,648.83","1,661.49","1,633.33","30.32K","-0.90%"
"2012년 10월 10일","1,661.74","1,677.35","1,679.15","1,661.74","56.23K","-1.86%"
"2012년 10월 09일","1,693.22","1,696.65","1,707.70","1,693.22","22.57K","-0.20%"
"2012년 10월 08일","1,696.58","1,708.44","1,708.51","1,693.67","28.46K","-0.82%"
"2012년 10월 05일","1,710.66","1,722.63","1,726.44","1,705.60","27.35K","0.00%"
"2012년 10월 04일","1,710.59","1,714.16","1,716.18","1,698.62","32.52K","-0.20%"
"2012년 10월 02일","1,713.96","1,715.55","1,719.68","1,711.97","24.57K","0.06%"
"2012년 09월 28일","1,712.87","1,718.14","1,718.14","1,706.19","31.07K","0.42%"
"2012년 09월 27일","1,705.63","1,688.66","1,708.98","1,688.55","34.46K","0.50%"
"2012년 09월 26일","1,697.07","1,688.52","1,702.13","1,685.47","34.51K","-0.55%"
"2012년 09월 25일","1,706.52","1,705.33","1,717.05","1,703.08","31.66K","-0.52%"
"2012년 09월 24일","1,715.41","1,706.85","1,717.61","1,690.45","29.21K","0.11%"
"2012년 09월 21일","1,713.57","1,714.32","1,719.96","1,706.42","31.81K","0.49%"
"2012년 09월 20일","1,705.22","1,712.71","1,719.99","1,702.81","41.46K","-1.06%"
"2012년 09월 19일","1,723.55","1,718.59","1,730.38","1,712.00","39.60K","-0.10%"
"2012년 09월 18일","1,725.29","1,720.64","1,729.65","1,718.48","29.86K","0.06%"
"2012년 09월 17일","1,724.31","1,731.65","1,736.26","1,721.32","44.61K","-0.42%"
"2012년 09월 14일","1,731.51","1,719.81","1,733.23","1,716.55","72.85K","3.23%"
"2012년 09월 13일","1,677.40","1,675.53","1,680.77","1,664.70","39.02K","0.02%"
"2012년 09월 12일","1,677.11","1,659.45","1,679.79","1,655.95","31.46K","1.75%"
"2012년 09월 11일","1,648.23","1,647.15","1,651.69","1,638.62","24.00K","-0.20%"
"2012년 09월 10일","1,651.54","1,660.33","1,663.57","1,651.54","26.16K","-0.18%"
"2012년 09월 07일","1,654.53","1,640.72","1,654.64","1,638.54","54.58K","3.22%"
"2012년 09월 06일","1,602.99","1,603.55","1,609.31","1,596.13","29.77K","0.42%"
"2012년 09월 05일","1,596.25","1,615.83","1,616.37","1,596.25","30.90K","-1.97%"
"2012년 09월 04일","1,628.27","1,632.31","1,635.81","1,625.68","28.36K","-0.33%"
"2012년 09월 03일","1,633.62","1,633.34","1,643.86","1,609.39","26.57K","0.11%"
"2012년 08월 31일","1,631.85","1,624.25","1,639.73","1,623.75","26.06K","-0.12%"
"2012년 08월 30일","1,633.74","1,649.65","1,650.41","1,625.63","32.94K","-1.42%"
"2012년 08월 29일","1,657.35","1,647.69","1,659.29","1,643.05","30.70K","0.79%"
"2012년 08월 28일","1,644.36","1,651.23","1,654.79","1,640.02","29.87K","-0.05%"
"2012년 08월 27일","1,645.11","1,639.58","1,653.95","1,635.63","42.62K","-0.80%"
"2012년 08월 24일","1,658.35","1,661.82","1,666.83","1,653.16","37.23K","-1.49%"
"2012년 08월 23일","1,683.37","1,673.93","1,684.25","1,664.74","30.23K","0.45%"
"2012년 08월 22일","1,675.78","1,679.74","1,687.98","1,659.76","31.48K","-0.54%"
"2012년 08월 21일","1,684.93","1,695.95","1,702.78","1,684.77","29.59K","-0.21%"
"2012년 08월 20일","1,688.42","1,684.56","1,691.44","1,678.69","25.47K","-0.16%"
"2012년 08월 17일","1,691.11","1,712.49","1,712.70","1,687.79","34.43K","-0.94%"
"2012년 08월 16일","1,707.08","1,709.84","1,713.16","1,698.35","30.64K","-0.14%"
"2012년 08월 14일","1,709.44","1,695.82","1,710.24","1,691.90","31.50K","1.37%"
"2012년 08월 13일","1,686.42","1,702.80","1,703.09","1,686.07","23.36K","-1.02%"
"2012년 08월 10일","1,703.78","1,693.46","1,704.57","1,692.06","32.18K","0.38%"
"2012년 08월 09일","1,697.38","1,666.64","1,704.75","1,666.64","56.60K","2.04%"
"2012년 08월 08일","1,663.48","1,655.43","1,677.87","1,655.08","53.01K","1.09%"
"2012년 08월 07일","1,645.48","1,644.75","1,649.48","1,641.24","29.94K","-0.09%"
"2012년 08월 06일","1,646.88","1,642.94","1,656.20","1,641.58","40.41K","2.45%"
"2012년 08월 03일","1,607.44","1,605.66","1,623.61","1,603.47","36.94K","-1.31%"
"2012년 08월 02일","1,628.85","1,647.49","1,648.86","1,624.50","26.72K","-0.90%"
"2012년 08월 01일","1,643.56","1,636.44","1,653.06","1,632.93","31.53K","-0.25%"
"2012년 07월 31일","1,647.64","1,612.34","1,666.50","1,609.97","49.06K","2.28%"
"2012년 07월 30일","1,610.84","1,610.15","1,614.89","1,606.96","33.27K","1.19%"
"2012년 07월 27일","1,591.85","1,572.01","1,591.85","1,566.72","41.55K","3.16%"
"2012년 07월 26일","1,543.08","1,539.35","1,547.86","1,527.45","34.15K","0.81%"
"2012년 07월 25일","1,530.73","1,521.38","1,546.30","1,519.65","33.06K","-1.38%"
"2012년 07월 24일","1,552.09","1,540.48","1,554.73","1,537.13","35.84K","0.62%"
"2012년 07월 23일","1,542.56","1,547.85","1,549.83","1,533.16","31.38K","-1.88%"
"2012년 07월 20일","1,572.08","1,576.06","1,580.99","1,570.53","36.87K","-0.13%"
"2012년 07월 19일","1,574.06","1,571.23","1,581.87","1,567.26","46.08K","1.80%"
"2012년 07월 18일","1,546.28","1,570.31","1,577.07","1,539.95","43.34K","-1.53%"
"2012년 07월 17일","1,570.27","1,554.10","1,584.22","1,548.99","36.82K","0.41%"
"2012년 07월 16일","1,563.84","1,565.09","1,568.04","1,553.50","26.37K","0.37%"
"2012년 07월 13일","1,558.01","1,533.61","1,566.20","1,524.26","38.27K","1.94%"
"2012년 07월 12일","1,528.31","1,564.90","1,569.37","1,528.31","35.57K","-2.27%"
"2012년 07월 11일","1,563.82","1,565.92","1,566.68","1,552.83","26.14K","-0.35%"
"2012년 07월 10일","1,569.34","1,581.91","1,583.99","1,562.70","24.65K","-0.32%"
"2012년 07월 09일","1,574.33","1,577.57","1,582.35","1,570.92","24.55K","-1.45%"
"2012년 07월 06일","1,597.42","1,615.92","1,619.27","1,589.03","24.57K","-1.06%"
"2012년 07월 05일","1,614.57","1,611.07","1,616.95","1,607.46","27.79K","-0.14%"
"2012년 07월 04일","1,616.81","1,616.53","1,623.32","1,612.76","31.06K","0.50%"
"2012년 07월 03일","1,608.84","1,599.42","1,612.25","1,598.95","37.94K","1.01%"
"2012년 07월 02일","1,592.76","1,607.78","1,608.97","1,592.48","28.78K","-0.28%"
"2012년 06월 29일","1,597.29","1,553.43","1,597.29","1,545.99","40.09K","2.10%"
"2012년 06월 28일","1,564.42","1,571.06","1,572.56","1,551.55","24.35K","0.12%"
"2012년 06월 27일","1,562.52","1,557.09","1,566.80","1,540.09","32.85K","0.15%"
"2012년 06월 26일","1,560.22","1,559.95","1,567.98","1,556.29","28.75K","-0.35%"
"2012년 06월 25일","1,565.71","1,585.46","1,585.46","1,556.25","35.25K","-1.64%"
"2012년 06월 22일","1,591.88","1,608.95","1,610.75","1,588.94","36.43K","-2.70%"
"2012년 06월 21일","1,636.00","1,646.14","1,651.30","1,628.74","29.26K","-1.23%"
"2012년 06월 20일","1,656.40","1,661.43","1,661.43","1,648.12","32.55K","0.61%"
"2012년 06월 19일","1,646.32","1,642.32","1,648.24","1,637.77","24.51K","-0.06%"
"2012년 06월 18일","1,647.37","1,646.99","1,656.78","1,642.34","35.72K","2.02%"
"2012년 06월 15일","1,614.79","1,629.08","1,629.08","1,605.05","48.75K","-0.96%"
"2012년 06월 14일","1,630.39","1,620.54","1,630.39","1,616.45","42.70K","0.43%"
"2012년 06월 13일","1,623.46","1,630.70","1,630.70","1,614.18","30.27K","0.25%"
"2012년 06월 12일","1,619.40","1,607.52","1,623.36","1,606.98","32.40K","-0.81%"
"2012년 06월 11일","1,632.69","1,625.91","1,634.73","1,624.55","40.81K","2.03%"
"2012년 06월 08일","1,600.17","1,619.39","1,619.79","1,597.64","31.31K","-0.82%"
"2012년 06월 07일","1,613.34","1,601.66","1,616.45","1,601.66","49.09K","3.08%"
"2012년 06월 05일","1,565.20","1,564.28","1,570.15","1,555.94","34.62K","0.99%"
"2012년 06월 04일","1,549.93","1,547.42","1,557.08","1,544.07","52.59K","-2.81%"
"2012년 06월 01일","1,594.67","1,590.07","1,601.50","1,580.52","29.12K","-0.37%"
"2012년 05월 31일","1,600.64","1,583.65","1,600.64","1,576.29","38.84K","-0.43%"
"2012년 05월 30일","1,607.60","1,606.80","1,608.45","1,591.61","32.47K","-0.15%"
"2012년 05월 29일","1,610.02","1,581.24","1,612.96","1,577.33","37.58K","1.54%"
"2012년 05월 25일","1,585.54","1,584.36","1,596.54","1,576.71","32.79K","0.34%"
"2012년 05월 24일","1,580.15","1,573.14","1,580.82","1,566.08","30.52K","0.24%"
"2012년 05월 23일","1,576.42","1,585.02","1,585.02","1,563.90","41.15K","-1.40%"
"2012년 05월 22일","1,598.73","1,598.69","1,600.95","1,584.72","50.54K","1.74%"
"2012년 05월 21일","1,571.43","1,570.04","1,576.59","1,561.22","38.18K","1.37%"
"2012년 05월 18일","1,550.21","1,578.88","1,578.88","1,548.29","58.27K","-3.54%"
"2012년 05월 17일","1,607.05","1,603.31","1,619.82","1,590.38","61.96K","0.31%"
"2012년 05월 16일","1,602.07","1,651.18","1,651.18","1,600.69","55.89K","-3.64%"
"2012년 05월 15일","1,662.67","1,660.65","1,668.33","1,650.86","47.21K","-0.71%"
"2012년 05월 14일","1,674.56","1,670.00","1,680.30","1,662.61","32.50K","0.31%"
"2012년 05월 11일","1,669.37","1,687.39","1,687.71","1,669.03","35.76K","-1.49%"
"2012년 05월 10일","1,694.69","1,695.09","1,702.79","1,688.31","38.06K","-0.36%"
"2012년 05월 09일","1,700.77","1,708.14","1,712.06","1,698.87","40.94K","-0.94%"
"2012년 05월 08일","1,716.92","1,720.87","1,722.06","1,713.17","32.57K","0.43%"
"2012년 05월 07일","1,709.61","1,707.63","1,712.38","1,703.52","42.11K","-1.69%"
"2012년 05월 04일","1,739.00","1,745.00","1,749.61","1,734.77","42.57K","-0.96%"
"2012년 05월 03일","1,755.94","1,757.54","1,761.76","1,751.10","36.39K","-0.38%"
"2012년 05월 02일","1,762.59","1,758.35","1,764.84","1,753.13","47.43K","0.97%"
"2012년 04월 30일","1,745.65","1,753.98","1,755.27","1,741.34","46.41K","0.31%"
"2012년 04월 27일","1,740.17","1,734.33","1,747.36","1,732.04","40.06K","0.90%"
"2012년 04월 26일","1,724.68","1,731.88","1,734.89","1,717.41","38.89K","0.43%"
"2012년 04월 25일","1,717.32","1,732.36","1,732.36","1,717.32","39.62K","0.16%"
"2012년 04월 24일","1,714.60","1,702.71","1,721.08","1,701.70","35.09K","-0.12%"
"2012년 04월 23일","1,716.67","1,713.98","1,724.59","1,707.33","28.14K","-0.11%"
"2012년 04월 20일","1,718.54","1,732.81","1,732.81","1,714.94","36.10K","-1.60%"
"2012년 04월 19일","1,746.47","1,746.35","1,755.06","1,740.24","34.83K","-0.22%"
"2012년 04월 18일","1,750.30","1,757.19","1,757.70","1,746.45","37.48K","1.27%"
"2012년 04월 17일","1,728.33","1,739.48","1,744.72","1,727.92","28.40K","-0.57%"
"2012년 04월 16일","1,738.27","1,732.69","1,744.59","1,730.54","32.25K","-0.84%"
"2012년 04월 13일","1,752.93","1,747.14","1,756.43","1,742.29","38.18K","1.05%"
"2012년 04월 12일","1,734.78","1,736.56","1,737.56","1,718.97","42.26K","-0.75%"
"2012년 04월 10일","1,747.95","1,756.49","1,764.53","1,744.19","35.96K","-0.26%"
"2012년 04월 09일","1,752.55","1,759.19","1,760.74","1,748.18","37.86K","-1.52%"
"2012년 04월 06일","1,779.61","1,776.73","1,781.40","1,772.12","39.69K","0.02%"
"2012년 04월 05일","1,779.19","1,753.41","1,781.52","1,747.70","44.49K","0.75%"
"2012년 04월 04일","1,765.87","1,790.90","1,793.29","1,763.63","54.90K","-1.52%"
"2012년 04월 03일","1,793.16","1,777.16","1,795.86","1,774.69","47.86K","1.61%"
"2012년 04월 02일","1,764.67","1,751.59","1,766.73","1,746.63","36.35K","1.20%"
"2012년 03월 30일","1,743.69","1,744.61","1,748.69","1,736.13","49.74K","-0.33%"
"2012년 03월 29일","1,749.53","1,755.72","1,761.10","1,745.78","46.35K","-1.00%"
"2012년 03월 28일","1,767.29","1,767.81","1,772.84","1,763.36","43.21K","-0.40%"
"2012년 03월 27일","1,774.44","1,769.73","1,774.44","1,761.36","42.23K","1.48%"
"2012년 03월 26일","1,748.62","1,758.53","1,763.88","1,742.64","40.07K","-0.07%"
"2012년 03월 23일","1,749.76","1,739.10","1,752.70","1,738.06","39.06K","-0.05%"
"2012년 03월 22일","1,750.57","1,745.11","1,751.94","1,738.73","41.13K","0.22%"
"2012년 03월 21일","1,746.81","1,749.41","1,758.20","1,741.15","35.23K","-0.72%"
"2012년 03월 20일","1,759.41","1,760.68","1,770.56","1,753.15","39.40K","-0.04%"
"2012년 03월 19일","1,760.09","1,750.35","1,761.42","1,747.50","44.95K","0.83%"
"2012년 03월 16일","1,745.52","1,768.57","1,768.82","1,745.52","39.81K","-0.65%"
"2012년 03월 15일","1,756.92","1,758.22","1,763.47","1,753.38","46.84K","-0.08%"
"2012년 03월 14일","1,758.35","1,761.81","1,771.47","1,758.35","56.29K","1.18%"
"2012년 03월 13일","1,737.85","1,723.22","1,744.58","1,723.22","46.79K","1.34%"
"2012년 03월 12일","1,714.88","1,729.46","1,729.52","1,713.52","34.49K","-0.86%"
"2012년 03월 09일","1,729.72","1,727.05","1,734.22","1,712.75","40.45K","1.12%"
"2012년 03월 08일","1,710.55","1,699.25","1,715.10","1,688.44","54.90K","1.01%"
"2012년 03월 07일","1,693.38","1,682.98","1,699.92","1,680.68","39.80K","-0.99%"
"2012년 03월 06일","1,710.34","1,725.30","1,729.96","1,698.83","42.38K","-0.71%"
"2012년 03월 05일","1,722.49","1,735.17","1,737.53","1,717.86","35.87K","-1.06%"
"2012년 03월 02일","1,740.87","1,751.91","1,756.83","1,739.11","47.20K","-0.01%"
"2012년 02월 29일","1,741.13","1,724.98","1,744.28","1,724.98","58.44K","1.59%"
"2012년 02월 28일","1,713.89","1,704.81","1,716.87","1,702.66","58.53K","1.03%"
"2012년 02월 27일","1,696.41","1,716.47","1,716.47","1,692.41","39.00K","-1.57%"
"2012년 02월 24일","1,723.54","1,713.55","1,724.76","1,702.37","42.55K","0.57%"
"2012년 02월 23일","1,713.85","1,724.28","1,724.28","1,708.88","44.21K","-1.38%"
"2012년 02월 22일","1,737.81","1,725.20","1,737.90","1,723.62","46.53K","0.34%"
"2012년 02월 21일","1,732.00","1,727.95","1,738.21","1,715.70","42.32K","0.02%"
"2012년 02월 20일","1,731.65","1,748.16","1,754.19","1,731.65","44.33K","0.03%"
"2012년 02월 17일","1,731.19","1,729.98","1,738.57","1,725.44","60.51K","1.71%"
"2012년 02월 16일","1,702.09","1,709.10","1,715.29","1,700.34","51.10K","-1.50%"
"2012년 02월 15일","1,728.04","1,712.84","1,730.60","1,712.73","62.61K","1.51%"
"2012년 02월 14일","1,702.41","1,697.17","1,706.83","1,695.81","58.15K","-0.11%"
"2012년 02월 13일","1,704.24","1,698.12","1,709.66","1,691.24","39.17K","0.74%"
"2012년 02월 10일","1,691.72","1,708.50","1,708.50","1,686.36","51.57K","-1.39%"
"2012년 02월 09일","1,715.59","1,699.16","1,715.59","1,679.66","60.73K","0.56%"
"2012년 02월 08일","1,706.07","1,689.31","1,706.07","1,686.95","62.18K","1.13%"
"2012년 02월 07일","1,686.97","1,683.93","1,688.91","1,677.31","60.08K","0.36%"
"2012년 02월 06일","1,680.88","1,697.76","1,701.03","1,673.08","57.96K","0.32%"
"2012년 02월 03일","1,675.58","1,685.62","1,686.25","1,666.00","57.81K","-0.81%"
"2012년 02월 02일","1,689.24","1,688.20","1,700.77","1,682.09","80.61K","1.32%"
"2012년 02월 01일","1,667.27","1,659.85","1,680.19","1,659.41","57.65K","-0.07%"
"2012년 01월 31일","1,668.40","1,660.21","1,675.95","1,649.06","57.08K","0.49%"
"2012년 01월 30일","1,660.19","1,674.37","1,679.63","1,656.96","54.65K","-1.34%"
"2012년 01월 27일","1,682.69","1,679.05","1,683.97","1,666.72","58.96K","0.41%"
"2012년 01월 26일","1,675.85","1,680.42","1,682.60","1,668.32","45.53K","0.06%"
"2012년 01월 25일","1,674.82","1,664.89","1,692.61","1,664.89","54.68K","0.40%"
"2012년 01월 20일","1,668.11","1,640.00","1,670.42","1,640.00","63.56K","2.17%"
"2012년 01월 19일","1,632.64","1,625.11","1,632.64","1,615.95","57.87K","1.56%"
"2012년 01월 18일","1,607.56","1,607.92","1,614.29","1,599.20","54.81K","-0.10%"
"2012년 01월 17일","1,609.23","1,596.75","1,609.23","1,596.75","64.44K","1.94%"
"2012년 01월 16일","1,578.60","1,581.19","1,582.99","1,564.36","37.35K","-0.92%"
"2012년 01월 13일","1,593.32","1,581.24","1,596.94","1,576.82","52.33K","0.85%"
"2012년 01월 12일","1,579.93","1,569.09","1,579.93","1,556.90","41.85K","1.02%"
"2012년 01월 11일","1,563.97","1,570.84","1,571.30","1,560.28","40.81K","-0.25%"
"2012년 01월 10일","1,567.96","1,557.86","1,574.36","1,557.10","41.72K","1.54%"
"2012년 01월 09일","1,544.14","1,550.15","1,550.15","1,531.49","37.56K","-1.18%"
"2012년 01월 06일","1,562.56","1,584.63","1,584.63","1,544.65","39.43K","-1.24%"
"2012년 01월 05일","1,582.18","1,589.87","1,595.96","1,580.51","41.99K","-0.37%"
"2012년 01월 04일","1,588.13","1,606.86","1,608.34","1,587.28","49.06K","-0.71%"
"2012년 01월 03일","1,599.55","1,570.69","1,599.55","1,570.69","47.18K","3.08%"
"2012년 01월 02일","1,551.69","1,552.65","1,559.29","1,539.17","35.62K","0.44%"
"2011년 12월 29일","1,544.82","1,538.21","1,555.16","1,532.62","33.34K","-0.07%"
"2011년 12월 28일","1,545.85","1,555.51","1,555.51","1,541.90","28.97K","-1.23%"
"2011년 12월 27일","1,565.16","1,576.62","1,584.95","1,538.34","37.93K","-0.69%"
"2011년 12월 26일","1,576.03","1,591.43","1,592.62","1,572.81","24.31K","-0.68%"
"2011년 12월 23일","1,586.89","1,580.82","1,592.32","1,579.37","38.24K","1.16%"
"2011년 12월 22일","1,568.73","1,562.74","1,568.86","1,557.32","27.02K","-0.07%"
"2011년 12월 21일","1,569.87","1,558.31","1,571.69","1,552.33","49.65K","3.46%"
"2011년 12월 20일","1,517.44","1,518.23","1,522.30","1,508.74","37.76K","0.79%"
"2011년 12월 19일","1,505.58","1,545.13","1,545.35","1,479.96","63.56K","-3.22%"
"2011년 12월 16일","1,555.64","1,539.47","1,557.27","1,536.23","40.07K","1.60%"
"2011년 12월 15일","1,531.17","1,545.76","1,552.38","1,530.22","46.62K","-2.25%"
"2011년 12월 14일","1,566.40","1,562.83","1,575.75","1,562.61","34.47K","-0.55%"
"2011년 12월 13일","1,575.00","1,588.89","1,591.92","1,575.00","45.60K","-2.15%"
"2011년 12월 12일","1,609.57","1,609.95","1,612.20","1,598.61","43.37K","1.55%"
"2011년 12월 09일","1,584.98","1,593.91","1,604.19","1,583.19","47.99K","-2.25%"
"2011년 12월 08일","1,621.41","1,620.61","1,635.06","1,609.40","62.06K","-0.54%"
"2011년 12월 07일","1,630.25","1,628.37","1,635.03","1,619.18","50.29K","0.72%"
"2011년 12월 06일","1,618.66","1,627.36","1,633.90","1,607.72","37.34K","-0.99%"
"2011년 12월 05일","1,634.92","1,638.86","1,640.71","1,624.57","35.29K","0.43%"
"2011년 12월 02일","1,627.89","1,630.01","1,635.14","1,620.72","47.95K","-0.33%"
"2011년 12월 01일","1,633.36","1,620.30","1,641.81","1,617.67","82.70K","4.70%"
"2011년 11월 30일","1,560.03","1,561.19","1,569.60","1,554.07","43.30K","-0.65%"
"2011년 11월 29일","1,570.19","1,543.26","1,572.18","1,538.12","64.59K","2.58%"
"2011년 11월 28일","1,530.77","1,519.27","1,532.47","1,512.41","46.17K","2.61%"
"2011년 11월 25일","1,491.90","1,490.05","1,501.87","1,483.65","40.45K","-0.87%"
"2011년 11월 24일","1,505.04","1,485.86","1,510.76","1,481.49","39.30K","0.88%"
"2011년 11월 23일","1,491.98","1,526.26","1,526.26","1,490.74","47.29K","-2.68%"
"2011년 11월 22일","1,533.09","1,507.08","1,538.38","1,506.32","39.19K","0.57%"
"2011년 11월 21일","1,524.40","1,536.30","1,536.30","1,516.62","39.00K","-1.22%"
"2011년 11월 18일","1,543.26","1,544.41","1,555.16","1,538.65","47.12K","-2.12%"
"2011년 11월 17일","1,576.70","1,567.16","1,579.10","1,541.44","52.94K","1.03%"
"2011년 11월 16일","1,560.63","1,596.99","1,610.66","1,556.68","57.85K","-1.71%"
"2011년 11월 15일","1,587.77","1,587.27","1,598.00","1,579.42","40.89K","-0.81%"
"2011년 11월 14일","1,600.70","1,588.95","1,607.54","1,588.95","47.58K","2.15%"
"2011년 11월 11일","1,566.95","1,542.86","1,567.73","1,527.94","53.20K","3.20%"
"2011년 11월 10일","1,518.35","1,565.36","1,567.21","1,518.35","86.82K","-5.46%"
"2011년 11월 09일","1,606.06","1,619.19","1,623.35","1,598.06","56.83K","0.44%"
"2011년 11월 08일","1,599.06","1,622.78","1,623.15","1,596.07","50.30K","-1.13%"
"2011년 11월 07일","1,617.32","1,629.33","1,629.33","1,612.42","50.63K","-0.64%"
